Object_ID,User_ID,User_Profile,User_Name,User_Alias,Language,Latitude,Longitude,Area,Country,State,County,Geoid,Time_Created,Hashtags,Tweet
3.13818E+17,14533303,"Born & Raised in Louisville, KY. GO CARDS! Gamer To The Core. Film & TV Nut. Hip Hop Head. I also like Wrasslin'. #L1C4 #TheColi #TheArcadium #TheSquaredCircle",MightyHealthy (Josh),MH360,en,38.2381905,-85.68010834,68159193.95,USA,Kentucky,111,1400000US21111008700,3/18/2013 21:04,,"Me and @TheDamienSandow have something in common - I, too, am a Kentucky Colonel: http://t.co/YqWhfvQw5k You're welcome."
3.26783E+17,1266065761,,Bill Amspaugh,AmspaughBill,en,39.75636754,-82.75729931,96566743.54,USA,Ohio,45,1400000US39045030800,4/23/2013 15:42,,"Had a great visit with The Kentucky Colonels of Aladdin, I am the newest Kentucky Colonel"
3.24356E+17,149263512,worthless 18 y.o. hippy w/ sociopathic tendencies. reincarnation of jimi hendrix. professional shithead. thinker of weird thoughts.,いい感じの王,eyebrowsmcgeee,en,26.0466358,-80.3529007,90926926.09,USA,Florida,11,1400000US12011070315,4/16/2013 22:59,,colonel sanders secret recipe for his kentucky fried chicken is black people.
3.24688E+17,837786830,"No woman, no cry / My team is running shit like we had full cleat Adidas / #TDE #MostDope #HiiiPower",Jarrid,Highlife_inc_,en,33.13577896,-111.5182586,2621167979,USA,Arizona,21,1400000US04021000212,4/17/2013 20:56,,"Met colonel sanders wife in the state of Kentucky. She said ""I'll fry some chicken if you just fuck me"""
3.34377E+17,261362180,#ColeWorld #BornSinner Follow for new Hip-Hop/Rap/R&B,Cody S ,ThatKidSparky,en,38.22431328,-85.21956556,1.25835E+11,USA,Kentucky,211,1400000US21211040200,5/14/2013 14:37,,You know you live in Kentucky when the place where you work has a picture of Colonel sanders  framed on the wall
3.35876E+17,35750118,HOLLAND BORN & BRED! ~adventurous~rebellious~writer of songs & poetry~working on THE big one~world traveler~lover of life~lifer of love-,Lelo,The_LeLo,en,33.0110243,-96.92091792,95890881.39,USA,Texas,121,1400000US48121021622,5/18/2013 17:54,,"@KneesAndToews Colonel Sanders I can understand, maybe, being in Kentucky. The other one....no clue! Have safe travels and an amazing time!"
3.35581E+17,15378805,"Fed #SocialGov for the people, fighting Productivity Paradox, former Congressional aide & veteran @AFSpace & @USAF_ACC officer. By any digital means necessary.",Justin Herman,JustinHerman,en,38.91967022,-77.03205433,0,USA,District of Columbia,1,1400000US11001004300,5/17/2013 22:23,,Accounted for at Kentucky Colonel @DanMcSwain's birthday. A fine beards man (@ Restaurant Judy w/ @sjohnson123) http://t.co/9EaV7zg6Qo
3.43454E+17,1478250620,Hell is empty and all the devils are here.,Allie Roth,Aye_Roth23,en,38.23466257,-85.52584318,12963218.11,USA,Kentucky,111,1400000US21111010402,6/8/2013 15:45,,"I met colonel sanders wife in the state of Kentucky, said I'll fry some chicken if you'd just fuck me. 🐔🍗"
3.4354E+17,774728394,I left my heart in San Francisco. @SFGiants and @49ers fan. 私は日本語を話せます. Don't let what you do determine who you were. Be unidentifiable.,Alexander,Blitzkrieg_exe,en,38.1838236,-85.74110381,175650666.5,USA,Kentucky,111,1400000US21111980100,6/8/2013 21:27,ColonelSanders KFC Kentucky FriedChicken ,Bro'in it up with the Colonel. #ColonelSanders #KFC #Kentucky #FriedChicken @ Louisville International… http://t.co/xzyx0T5Ckp
3.50019E+17,78813974,Official twitter page of Rob Mainelli,Robert Mainelli,RobMainelli,en,27.92132226,-82.49714578,443780922.3,USA,Florida,57,1400000US12057006200,6/26/2013 18:32,,@Datz4Foodies this Kentucky Colonel Bowl is amaze!!!
3.50019E+17,36473562,"Indefinable, really the antidote for ordinary. Intelligent. Slightly Whimsical, and entirely unique Social Media Queen for @VisitTampaBay",Kat Lewis,TheKatLewis,en,27.92198068,-82.49335527,443780922.3,USA,Florida,57,1400000US12057006200,6/26/2013 18:33,stoptalkingdirtytome dinetampabay ,Omgeeeee The Kentucky Colonel Bowl datz4foodies #stoptalkingdirtytome #dinetampabay @ Datz http://t.co/U8xEQSGx02
3.46546E+17,448721730,For Every Dark Night There's A Brighter Day - Tupac Amaru Shakur,Makaveli's Prodigy,BatGangChris,en,37.58214025,-121.9900606,263013450.1,USA,California,1,1400000US06001441100,6/17/2013 4:34,,"See I met colonel sanders with in the state of Kentucky she said ill fry some chicken if you just fuck me, I came in her mouth"
3.47589E+17,178985103,Insert inspirational quote here.,♕ Kayla Danielle ♕,kaywaadee75,en,40.05575066,-81.65780479,1.59279E+11,USA,Ohio,59,1400000US39059977200,6/20/2013 1:38,,I met colonel sanders wife in the state of Kentucky. Said I'll fry some chicken if you'd just fuck me. 🙊🎶
3.41683E+17,280301267,LNN.KDH.CLG.JJL.JG.❤,Kristen Robb,Kriisstenx,en,38.65677672,-77.41463414,77053336.96,USA,Virginia,153,1400000US51153901234,6/3/2013 18:28,,"Met colonel sanders wife in the state of Kentucky, she said ""ill fry some chicken up if you just fuck me"""
3.41659E+17,1367561581,Lawyer. Politics. Tech. Sports. Food. Travel. Music. NEWS. UNC. Opinions my own.,Amol Naik,amolsnaik,en,38.9015802,-77.0274002,177234562.2,USA,District of Columbia,1,1400000US11001010100,6/3/2013 16:55,KentuckyColonel ,Just call me Colonel Naik.  Love it.  #KentuckyColonel http://t.co/KEmdOELRG1
3.55877E+17,15854607,"33. ACD / writer of advertising at Energy BBDO. lives in Chicago. from Lexington, KY. dog owner. Co-founder http://t.co/XYT4bEWSgJ. Thanks for listening.",Kent Carmichael,kentcarmichael,en,35.46887289,-86.05000036,1.47535E+11,USA,Tennessee,31,1400000US47031970600,7/12/2013 22:32,kentuckykicksass ,Free photos with The Colonel of the Commonwealth of Kentucky. #kentuckykicksass @ Forecastle Music… http://t.co/aKHQU4zP6U
3.57514E+17,53969028,Toronto City And Press,Toronto CP,Toronto_CP,en,43.64842391,-79.37536382,1503647946,CAN,Ontario,,,7/17/2013 10:57,,"KFC to test upmarket restaurant with no Colonel Sanders: Kentucky location will serve flatbread sandwiches, rice... http://t.co/FJ2q3JlScy"
3.53955E+17,24286847,"Regional Technology Sales Manager, Business Analyst, Founder of Roecker Records, Singer/Songwriter of band Members Only http://membersonlymusic.com and Realtor.",Jay Roecker,JayRoecker,en,32.78307655,-96.80815197,1018679828,USA,Texas,113,1400000US48113002100,7/7/2013 15:12,,"Fitting taraharper01 with her Kentucky tie for her Colonel Sanders scene in Members Only's ""Bucket… http://t.co/iKRSE16ISM"
3.72388E+17,361044159,"God,family,country;Patriot,Vet,conservative, husband, poppa; politically engaged. Governments first and only duty is protection of its people and their property",dw,DMW1135,en,30.43082305,-87.22165536,103534445.2,USA,Florida,33,1400000US12033000500,8/27/2013 12:00,,@DoninRichmond // Kentucky Colonel as well since 1999
3.69948E+17,1496427510,"That damned serval. You know the one! Generally friendly, sincere. Technologist, Jack-of-Many-Trades. Wants More Con Travel! Ops Assistant for @FurTheMore",Chandra al-Alkani,AlkaniServal,en,39.1915807,-76.6126105,33148283.7,USA,Maryland,3,1400000US24003751102,8/20/2013 18:22,,@wytelyon - - Don't forget the Kentucky Colonel and the Whale.
3.70067E+17,33353520,Filipino/Chinese/Malaysian. Student. Active. Artist.,Darren Daniel A.,Zero4Darren,en,37.3298773,-121.8863486,478408426.6,USA,California,85,1400000US06085501700,8/21/2013 2:18,,Kentucky Colonel. http://t.co/DdW1tA39Z0
3.64201E+17,45989869,"Branding, social media, Japanese. Executive director of marketing at Chicago Booth. Views are my own.",Len Johnson,LenJohnson4,en,32.68061716,-117.177794,84836565.8,USA,California,73,1400000US06073021800,8/4/2013 21:49,,Kentucky Colonel cocktail at 1500 Ocean is delicious (@ Hotel del Coronado w/ 6 others) [pic]: http://t.co/ldv4rpkONm
3.66572E+17,49877085,Official Twitter Page of Kyle Armstrong.,Kyle Armstrong,KArmstrong53,en,36.96004622,-84.093727,4666703.281,USA,Kentucky,125,1400000US21125971002,8/11/2013 10:50,Landmark ,"The original Kentucky Fried Chicken. Sanders Cafe. Corbin, KY. #Landmark @ Colonel Sanders Cafe and… http://t.co/I5tpqhDUMy"
3.66248E+17,59384426,22. College student. Nursing major. Aunt. Worship leader at SBUPC.,Alysha H.,alyshahodges,en,38.25425688,-85.75962067,16811224.26,USA,Kentucky,111,1400000US21111004900,8/10/2013 13:21,KFC Kentucky Louisville NAYC13 ColonelSanders ,"Got meet the Colonel! #KFC #Kentucky #Louisville #NAYC13 #ColonelSanders @ Louisville, KY http://t.co/DwCfEZ5ZyS"
3.8411E+17,403766329,,Sean M. Dennis,SeanMDennis,en,38.22101149,-85.70300629,68159193.95,USA,Kentucky,111,1400000US21111008900,9/28/2013 20:17,NuLuFestival ,First Kentucky Colonel in the Family @whylouisville #NuLuFestival http://t.co/TOmnGbe8wZ
3.75791E+17,144792637,"I lived in Japan for two years. Now I am back in Orlando Florida starting a new chapter in life. ---- It was almost a year ago that I wrote that Bio. OLD",Daniel Moore,genkiDanny,en,36.378094,-86.71329,35231856.13,USA,Tennessee,165,1400000US47165021004,9/5/2013 21:21,colonelsanders kentucky louisville kfc kentuckyfriedchicken ,The Colonel. #colonelsanders #kentucky #louisville #kfc #kentuckyfriedchicken @ Louisville bound... http://t.co/SUssHTvIl3
3.81141E+17,16490154,"TV producer, author, dashing man of the world.",Lee Goldberg,LeeGoldberg,en,42.650289,-73.758425,56294503.56,USA,New York,1,1400000US36001001100,9/20/2013 15:42,,Me at Bouchercon w/ @JoelGoldman1 &amp; fellow Kentucky colonel Jeff Deaver http://t.co/deWYdQxKLx
3.80844E+17,16490835,,chanwise,chanwise,en,27.92198068,-82.49335527,443780922.3,USA,Florida,57,1400000US12057006200,9/19/2013 20:00,food dinner datz4foodies ,The Kentucky Colonel Bowl #food #dinner #datz4foodies @ Datz http://t.co/O0Vnc8zg1d
3.86236E+17,185082922,"Professional poker player, High School basketball coach, credit card roulette pusher, and lover of KFC.",Jefferson co,34Diamonds,en,36.96004622,-84.093727,4666703.281,USA,Kentucky,125,1400000US21125971002,10/4/2013 17:07,,"Day 34 Corbin, Kentucky- The Harland Sanders Café and museum. Colonel Harland Sanders, the founder of… http://t.co/aR7sqhUCEe"
3.86238E+17,185082922,"Professional poker player, High School basketball coach, credit card roulette pusher, and lover of KFC.",Jefferson co,34Diamonds,en,36.96004622,-84.093727,4666703.281,USA,Kentucky,125,1400000US21125971002,10/4/2013 17:14,,"Day 34 Corbin, Kentucky- The Harland Sanders Café and museum. Colonel Harland Sanders, the founder of… http://t.co/55YKBHxsiX"
3.89226E+17,45258904,Sports writer for njpressmedia (Gannett),Harry T. Frezza Jr.,thefrez56,en,40.01726325,-79.08266332,7221734.615,USA,Pennsylvania,111,1400000US42111021000,10/12/2013 23:06,,"Geez, the Kentucky Colonel would have hit that pitch into the second deck"
3.87937E+17,64412885,I like peanut butter - Parody Account,Todd Benson,FakeToddBenson,en,38.26874123,-85.50917647,194499239.2,USA,Kentucky,111,1400000US21111010406,10/9/2013 9:44,,My card arrived yesterday. Proud to be called an Honorable Kentucky Colonel @KYColonels http://t.co/LZh9W6PevX
3.97152E+17,566827368,i like to hunt ride atvs and love to shoot guns and go swimming and boating in the summer just like being outdoors!!,Dibs ,EricDeibel33,en,39.12876558,-88.53433102,22694832.07,USA,Illinois,49,1400000US17049950600,11/3/2013 19:04,,Wait a second. Youre tellin me that I came all the way to Kentucky to get some of your fried chicken and the Colonel isnt even workin today?
4.10576E+17,377151239,Southern Charm with a whole lot of swag. Justin Timberlake meets Kentucky Fried Chicken.,acoUstiKats,acoUstiKats,en,38.03292062,-84.51675323,1.9729E+11,USA,Kentucky,67,1400000US21067001800,12/10/2013 20:03,SingOff Kentucky ,“@kfc: Big shout out to the @acoUstiKats for making it past the first round of the #SingOff. Way to represent for #Kentucky!” Thanks Colonel
4.09776E+17,177034721,,Patrick Floyd,Patrick_Floyd,en,34.09259185,-81.21924975,1.59346E+11,USA,South Carolina,63,1400000US45063021114,12/8/2013 15:05,,Apparently my dad is a Kentucky Colonel. http://t.co/MXK3dwLjMn
4.17383E+17,16105272,"Andrew's wife; Don, Tiffany, Will, & Brian's Mother; Gigi!!!  Minister, #ATTEmp (my opinions), Project Manager, DREAMbassador, Distinguished Toastmaster",Sandra Valley Bagley,svbagley,en,34.554191,-90.65524,11807302.92,USA,Arkansas,107,1400000US05107480300,12/29/2013 14:54,,Letting the Colonel make dinner today. (@ Kentucky Fried Chicken) http://t.co/XtrUBHncHq
4.17395E+17,28669996,Raised in Nebraska.  Live in Kentucky.  Married to beautiful Maggie. Economic Development and Government Relations Professional.    Go Cubs and God Bless!,Nathan J. Mick,N8Mick,en,38.24512356,-85.71447372,68159193.95,USA,Kentucky,111,1400000US21111008200,12/29/2013 15:41,Colonel Sanders KFC Mason Kentucky CaveHill ,#Colonel #Sanders #KFC #Mason #Kentucky #CaveHill @ Cave Hill National Cemetery http://t.co/8ornZKH5bs
4.11265E+17,23254893,"PhD candidate in Geography at @SFU. Lecturer in Geography, Food Studies at @CS_SFU. I talk food, cities, design, and curiosities of pop culture.",Josh Labove,jlabove,en,49.28042391,-122.9568661,4084339680,CAN,British Columbia,,,12/12/2013 17:44,,@michellej @BrigidKaelin Congrats! I think my goal when living in Kentucky was to become a Colonel. Well done!
4.16258E+17,405792649,"Inspiring people to try something new. PR friendly adventures and travel to try by yourself,with friends,family or on a date. I highlight Cincy and beyond.",Adventure Mom,TheAdventureMom,en,38.253743,-85.7569612,16811224.26,USA,Kentucky,111,1400000US21111004900,12/26/2013 12:23,louisville kentucky travel familytravel explorekentucky ,"Quick visit with ""The Colonel."" #louisville #kentucky #travel #familytravel #explorekentucky @… http://t.co/Teyt4TQ5ZE"
4.14815E+17,323499679,"If your dreams don't scare you, they aren't big enough| UConn",Shannon Wood,SMWood4,en,41.34314458,-72.63926628,95065314.83,USA,Connecticut,9,1400000US09009194201,12/22/2013 12:48,whatislife ,"""Just in case you were wondering, I am actually a Kentucky Colonel, bow down to me."" -Brad Wood #whatislife http://t.co/MpIGHZ9zns"
4.12603E+17,158250906,Boxer. Drummer. Fifteen years of age. Asian/Caucasian. #SoutheastDrumline #SoutheastClassof2016,Supa Hot Fire,Mini_Mattt,en,37.66972062,-97.27215432,373083731.8,USA,Kansas,173,1400000US20173006800,12/16/2013 10:20,,"I met colonel sanders wife I'm Kentucky, she said I'll fry some chicken if you just fuck me."
4.08786E+17,254178975,Making slutty drunk girls semi famous since 2011,Evan Dotson,edots_2,en,41.33253174,-72.92316895,52368366.58,USA,Connecticut,9,1400000US09009141800,12/5/2013 21:32,,"Met colonel sanders wife in the state of Kentucky she said"" ill fry some chicken if you just fuck me"""
4.22466E+17,34022745,"Actor,writer,smart ass. Proud father. Pop culture expert, Power Nerd. Creator of ROCK AND SHOCK.(see URL) Former Morning Show Genius WAAF Boston And Etc.",Kevin Barbare,KevinBarbare,en,42.32511893,-71.79376506,100229562.7,USA,Massachusetts,27,1400000US25027730100,1/12/2014 15:33,,Colonel Sanders almost teamed up with a psychiatrist but Kentucky Freud Chicken didn't sound very delicious.
4.21274E+17,170723308,"TV Host,Radio Personality,MC, Voice-Over Artist, Producer,Serial Entreprenuer, Philanthropist. Miss Intercultural 2010-2012",Kaya,kayachipungu,en,28.49899509,-81.27211786,5.54358E+11,USA,Florida,95,1400000US12095016709,1/9/2014 8:36,,Day 9: Colonel Sanders of Kentucky Fried Chicken's famous chicken recipe was rejected 1009 times. He kept trying! http://t.co/71dwr36SKi
4.2459E+17,449812646,"Social Media + Digital Marketer, Blogger, Food & Drink Enthusiast // Follow me on Instagram @alli_leee & @crumblybiscuits // #eatresponsibly",Alli Lee,alli_leee,en,27.92198068,-82.49335527,443780922.3,USA,Florida,57,1400000US12057006200,1/18/2014 12:11,,"Kentucky colonel bowl &gt; fried chicken, marscapone mashed potatoes, grilled corn, gravy and biscuit.… http://t.co/4tYIRAoYun"
4.23816E+17,602550171,"I wrote Casa de Naomi: The House of Blessing Books. Feb., 1, 2014  Beginning Anew Releases. http://amzn.to/18dBwYB",Paula Rose Michelson,PaulaWordsmith1,en,33.607315,-117.7154642,8372944.801,USA,California,59,1400000US06059062646,1/16/2014 8:54,,"@ryanjharmon Qualified Electronice Surveillance Expert, Kentucky Colonel,circa 2008, a Patriot Madiba in Indiana GOP http://t.co/NQNfIaC2cE"
4.24573E+17,219021220,"Intermittent student, backpacker, music lover, and failed redneck.",Austin Williams,thievingson,en,37.00278526,-84.16204726,311490907.8,USA,Kentucky,125,1400000US21125971102,1/18/2014 11:05,,"The Gambia's president is a major human rights violator, and as of 2008, a Kentucky Colonel. Why? @GovSteveBeshear http://t.co/9uPm6WsERa"
4.18856E+17,109796006,"all the world's a stage. vine: @duchess , instagram: @ttilllll_ , youtube: tori tillison",duchess✨,ttilllll_,en,41.40366021,-82.11309553,51964867.02,USA,Ohio,93,1400000US39093070300,1/2/2014 16:26,,kentucky colonel 😂
4.26032E+17,15378805,"Federal #SocialGov lead for citizens; public servant; data monster; vet @AFSpace officer and Congressional aide, El Cantante, 3-time Best Man. Personal tweets.",Justin Herman,JustinHerman,en,38.90017106,-76.99998891,177234562.2,USA,District of Columbia,1,1400000US11001008301,1/22/2014 11:43,30DayChallenge ,Day 2 of the #30DayChallenge. And shaved my beard into a mustache to become Kentucky Colonel. http://t.co/yTUuTpmb2Q
4.36907E+17,192657315,"Don't sweat the petty things, and don't pet the sweaty things.",Beau Daigle,beaud007,en,30.25948204,-81.60459403,2279216547,USA,Florida,31,1400000US12031016000,2/21/2014 11:56,,Met Colonel Sanders wife in the state of Kentucky
4.37606E+17,173442188,im truly a terrible person with a kind heart,Allison Grace,alligraceeeee,en,38.94683044,-84.66070027,1.59279E+11,USA,Kentucky,15,1400000US21015070309,2/23/2014 10:11,,Congratulations to Michael Nelson on being a Kentucky Colonel!! Proud of you hottie! http://t.co/AwdsucqO7Y
4.30493E+17,34745746,"Writer, Project Shanks | Vince Young/Wheelchair Jimmy superfan | UK, LBJ, Titans NASCAR | Somewhere between I want it and I got it |",TD Johnson,KingTylerD,en,37.7406465,-84.2708039,50709240.48,USA,Kentucky,151,1400000US21151010300,2/3/2014 19:09,,Only @RambroDirty knows my true title (besides Double Kentucky Colonel) http://t.co/uCnqEdHPX7
4.31294E+17,45258904,Sports writer for njpressmedia (Gannett),Harry T. Frezza Jr.,thefrez56,en,40.5683933,-74.54326104,4347822.971,USA,New Jersey,35,1400000US34035051300,2/6/2014 0:11,,@ChrisOrlandoHS and lead off hitter who only had a lifetime BA of .325! The Kentucky Colonel Earle Combs!!!
4.31535E+17,34890632,#Shoes Co-owner @fortressofinca formerly VP @unitednude #Entertainment Currently @gogoluckeyent formerly @newregency,Dory Benami,dorybenami,en,36.96004622,-84.093727,4666703.281,USA,Kentucky,125,1400000US21125971002,2/6/2014 16:07,KFC ColonelSanders Kentucky Museum KFCMuseum ,Visiting the Colonel.  #KFC #ColonelSanders #Kentucky #Museum #KFCMuseum @ Colonel Sanders Cafe and… http://t.co/3eXYYwU0b5
4.38876E+17,608218498,champagne for everyone,lori mattingly,lori_mattingly,en,38.2648117,-85.57170867,9089502.615,USA,Kentucky,111,1400000US21111010102,2/26/2014 22:21,,"""California s*cks.  Kentucky is so much better."" - quotes that happen when you become a Kentucky Colonel."
4.35434E+17,247710286,"Commiting the oldest sins, in the newest kinds of ways- shakespear #coolkids #Musicismylife #USIUalumni #Graduatestudent",♡ Ghati ♡,TyGhati,en,42.35102552,-71.06322667,232403490.9,USA,Massachusetts,25,1400000US25025070200,2/17/2014 10:23,,Kentucky here I come 😃...... I hope the colonel has a special meal for me
4.4144E+17,88827917,Psychology major. Love to workout and meet new people! Honduran and proud.,Alec Brockus,alecbrockus,en,33.5791619,-101.8763121,298598688,USA,Texas,303,1400000US48303000500,3/6/2014 0:08,,"""Colonel Sandles"" Kentucky fried shoes..? Haha @BaileyHerrera"
4.50284E+17,15385769,ALPHA as fuck #gainz,booby✯,BoobyEdinger,en,37.289836,-85.90137979,6509868.533,USA,Kentucky,99,1400000US21099970300,3/30/2014 10:51,,You mean I'm in Kentucky and I can't see the colonel
4.39705E+17,373488673,Whacked and Stacked,Michael B,bigcolorado10,en,36.74360761,-87.51071809,1.9729E+11,USA,Kentucky,47,1400000US21047201400,3/1/2014 5:12,,Straight motor in' thru the land of the Kentucky Colonel
4.47134E+17,355408797,"Watching my teams the Cowboys, Yankees, Knicks and Temple Owls kick butt and listening to some good jazz. Has AS but AS doesn't have me.",Haywood Lawrence,SirHayofWood,en,41.395646,-72.92035341,86036751.16,USA,Connecticut,9,1400000US09009165900,3/21/2014 18:14,MarchMadness ,E Kentucky got Colonel Sanders as their mascot!! #MarchMadness
